data;mun_id;drs_desc;mun_desc;casos_ativos;suspeitos;em_isol
01/05/2020;3503208;DRS 03 - Araraquara;Araraquara;26;24;50
02/05/2020;3503209;DRS 03 - Araraquara;Araraquara;25;52;77
03/05/2020;3503210;DRS 03 - Araraquara;Araraquara;27;25;52
04/05/2020;3503211;DRS 03 - Araraquara;Araraquara;23;43;66
05/05/2020;3503212;DRS 03 - Araraquara;Araraquara;28;26;54
06/05/2020;3503213;DRS 03 - Araraquara;Araraquara;25;37;62
07/05/2020;3503214;DRS 03 - Araraquara;Araraquara;26;36;62
08/05/2020;3503215;DRS 03 - Araraquara;Araraquara;22;36;58
09/05/2020;3503216;DRS 03 - Araraquara;Araraquara;25;36;61
10/05/2020;3503217;DRS 03 - Araraquara;Araraquara;26;26;52
11/05/2020;3503218;DRS 03 - Araraquara;Araraquara;20;42;62
12/05/2020;3503219;DRS 03 - Araraquara;Araraquara;28;29;57
13/05/2020;3503220;DRS 03 - Araraquara;Araraquara;31;39;70
14/05/2020;3503221;DRS 03 - Araraquara;Araraquara;30;51;81
15/05/2020;3503222;DRS 03 - Araraquara;Araraquara;28;60;88
16/05/2020;3503223;DRS 03 - Araraquara;Araraquara;28;64;92
17/05/2020;3503224;DRS 03 - Araraquara;Araraquara;28;36;64
18/05/2020;3503225;DRS 03 - Araraquara;Araraquara;22;60;82
19/05/2020;3503226;DRS 03 - Araraquara;Araraquara;27;60;87
20/05/2020;3503227;DRS 03 - Araraquara;Araraquara;35;84;119
21/05/2020;3503228;DRS 03 - Araraquara;Araraquara;44;60;104
22/05/2020;3503229;DRS 03 - Araraquara;Araraquara;50;56;106
23/05/2020;3503230;DRS 03 - Araraquara;Araraquara;51;65;116
24/05/2020;3503231;DRS 03 - Araraquara;Araraquara;49;107;156
25/05/2020;3503232;DRS 03 - Araraquara;Araraquara;45;107;152
26/05/2020;3503233;DRS 03 - Araraquara;Araraquara;42;77;119
27/05/2020;3503234;DRS 03 - Araraquara;Araraquara;51;72;123
28/05/2020;3503235;DRS 03 - Araraquara;Araraquara;50;89;139
29/05/2020;3503236;DRS 03 - Araraquara;Araraquara;47;63;110
30/05/2020;3503237;DRS 03 - Araraquara;Araraquara;55;73;128
31/05/2020;3503238;DRS 03 - Araraquara;Araraquara;53;86;139
01/06/2020;3503239;DRS 03 - Araraquara;Araraquara;46;61;107
02/06/2020;3503240;DRS 03 - Araraquara;Araraquara;53;78;131
03/06/2020;3503241;DRS 03 - Araraquara;Araraquara;70;81;151
04/06/2020;3503242;DRS 03 - Araraquara;Araraquara;86;75;161
05/06/2020;3503243;DRS 03 - Araraquara;Araraquara;96;84;180
06/06/2020;3503244;DRS 03 - Araraquara;Araraquara;112;86;198
07/06/2020;3503245;DRS 03 - Araraquara;Araraquara;138;55;193
08/06/2020;3503246;DRS 03 - Araraquara;Araraquara;133;100;233
09/06/2020;3503247;DRS 03 - Araraquara;Araraquara;148;74;222
10/06/2020;3503248;DRS 03 - Araraquara;Araraquara;159;91;250
11/06/2020;3503249;DRS 03 - Araraquara;Araraquara;156;148;304
12/06/2020;3503250;DRS 03 - Araraquara;Araraquara;164;91;255
13/06/2020;3503251;DRS 03 - Araraquara;Araraquara;171;97;268
14/06/2020;3503252;DRS 03 - Araraquara;Araraquara;173;78;251
15/06/2020;3503253;DRS 03 - Araraquara;Araraquara;147;115;262
16/06/2020;3503254;DRS 03 - Araraquara;Araraquara;172;87;259
17/06/2020;3503255;DRS 03 - Araraquara;Araraquara;173;100;273
18/06/2020;3503256;DRS 03 - Araraquara;Araraquara;186;120;306
19/06/2020;3503257;DRS 03 - Araraquara;Araraquara;178;120;298
20/06/2020;3503258;DRS 03 - Araraquara;Araraquara;175;124;299
21/06/2020;3503259;DRS 03 - Araraquara;Araraquara;184;123;307
22/06/2020;3503260;DRS 03 - Araraquara;Araraquara;161;180;341
23/06/2020;3503261;DRS 03 - Araraquara;Araraquara;154;120;274
24/06/2020;3503262;DRS 03 - Araraquara;Araraquara;146;120;266
25/06/2020;3503263;DRS 03 - Araraquara;Araraquara;152;120;272
26/06/2020;3503264;DRS 03 - Araraquara;Araraquara;184;120;304
27/06/2020;3503265;DRS 03 - Araraquara;Araraquara;198;203;401
28/06/2020;3503266;DRS 03 - Araraquara;Araraquara;197;203;400
29/06/2020;3503267;DRS 03 - Araraquara;Araraquara;175;246;421
30/06/2020;3503268;DRS 03 - Araraquara;Araraquara;165;268;433
01/07/2020;3503269;DRS 03 - Araraquara;Araraquara;182;276;458
02/07/2020;3503270;DRS 03 - Araraquara;Araraquara;201;156;357
03/07/2020;3503271;DRS 03 - Araraquara;Araraquara;194;142;336
04/07/2020;3503272;DRS 03 - Araraquara;Araraquara;183;160;343
05/07/2020;3503273;DRS 03 - Araraquara;Araraquara;187;80;267
06/07/2020;3503274;DRS 03 - Araraquara;Araraquara;159;96;255
07/07/2020;3503275;DRS 03 - Araraquara;Araraquara;149;122;271
08/07/2020;3503276;DRS 03 - Araraquara;Araraquara;153;128;281
09/07/2020;3503277;DRS 03 - Araraquara;Araraquara;164;140;304
10/07/2020;3503278;DRS 03 - Araraquara;Araraquara;160;140;300
11/07/2020;3503279;DRS 03 - Araraquara;Araraquara;158;170;328
12/07/2020;3503280;DRS 03 - Araraquara;Araraquara;173;160;333
13/07/2020;3503281;DRS 03 - Araraquara;Araraquara;148;184;332
14/07/2020;3503282;DRS 03 - Araraquara;Araraquara;150;172;322
15/07/2020;3503283;DRS 03 - Araraquara;Araraquara;161;222;383
16/07/2020;3503284;DRS 03 - Araraquara;Araraquara;158;222;380
17/07/2020;3503285;DRS 03 - Araraquara;Araraquara;151;198;349
18/07/2020;3503286;DRS 03 - Araraquara;Araraquara;182;280;462
19/07/2020;3503287;DRS 03 - Araraquara;Araraquara;185;330;515
20/07/2020;3503288;DRS 03 - Araraquara;Araraquara;180;270;450
21/07/2020;3503289;DRS 03 - Araraquara;Araraquara;176;398;574
22/07/2020;3503290;DRS 03 - Araraquara;Araraquara;192;398;590
23/07/2020;3503291;DRS 03 - Araraquara;Araraquara;200;341;541
24/07/2020;3503292;DRS 03 - Araraquara;Araraquara;248;346;594
25/07/2020;3503293;DRS 03 - Araraquara;Araraquara;263;235;498
26/07/2020;3503294;DRS 03 - Araraquara;Araraquara;238;232;470
27/07/2020;3503295;DRS 03 - Araraquara;Araraquara;214;232;446
28/07/2020;3503296;DRS 03 - Araraquara;Araraquara;199;256;455
29/07/2020;3503297;DRS 03 - Araraquara;Araraquara;214;244;458
30/07/2020;3503298;DRS 03 - Araraquara;Araraquara;223;244;467
31/07/2020;3503299;DRS 03 - Araraquara;Araraquara;259;249;508
01/08/2020;3503300;DRS 03 - Araraquara;Araraquara;242;389;631
02/08/2020;3503301;DRS 03 - Araraquara;Araraquara;281;233;514
03/08/2020;3503302;DRS 03 - Araraquara;Araraquara;262;233;495
04/08/2020;3503303;DRS 03 - Araraquara;Araraquara;276;247;523
05/08/2020;3503304;DRS 03 - Araraquara;Araraquara;300;230;530
06/08/2020;3503305;DRS 03 - Araraquara;Araraquara;315;237;552
07/08/2020;3503306;DRS 03 - Araraquara;Araraquara;320;188;508
08/08/2020;3503307;DRS 03 - Araraquara;Araraquara;334;188;522
09/08/2020;3503308;DRS 03 - Araraquara;Araraquara;344;105;449
10/08/2020;3503309;DRS 03 - Araraquara;Araraquara;299;280;579
11/08/2020;3503310;DRS 03 - Araraquara;Araraquara;302;233;535
12/08/2020;3503311;DRS 03 - Araraquara;Araraquara;312;227;539
13/08/2020;3503312;DRS 03 - Araraquara;Araraquara;340;295;635
14/08/2020;3503313;DRS 03 - Araraquara;Araraquara;349;254;603
15/08/2020;3503314;DRS 03 - Araraquara;Araraquara;358;390;748
16/08/2020;3503315;DRS 03 - Araraquara;Araraquara;363;358;721
17/08/2020;3503316;DRS 03 - Araraquara;Araraquara;346;315;661
18/08/2020;3503317;DRS 03 - Araraquara;Araraquara;347;287;634
19/08/2020;3503318;DRS 03 - Araraquara;Araraquara;303;345;648
20/08/2020;3503319;DRS 03 - Araraquara;Araraquara;330;316;646
21/08/2020;3503320;DRS 03 - Araraquara;Araraquara;313;312;625
22/08/2020;3503321;DRS 03 - Araraquara;Araraquara;295;208;503
23/08/2020;3503322;DRS 03 - Araraquara;Araraquara;275;221;496
24/08/2020;3503323;DRS 03 - Araraquara;Araraquara;274;284;558
25/08/2020;3503324;DRS 03 - Araraquara;Araraquara;262;236;498
26/08/2020;3503325;DRS 03 - Araraquara;Araraquara;253;215;468
27/08/2020;3503326;DRS 03 - Araraquara;Araraquara;273;196;469
28/08/2020;3503327;DRS 03 - Araraquara;Araraquara;287;197;484
29/08/2020;3503328;DRS 03 - Araraquara;Araraquara;285;197;482
30/08/2020;3503329;DRS 03 - Araraquara;Araraquara;287;186;473
31/08/2020;3503330;DRS 03 - Araraquara;Araraquara;265;203;468
01/09/2020;3503331;DRS 03 - Araraquara;Araraquara;270;120;390
02/09/2020;3503332;DRS 03 - Araraquara;Araraquara;251;100;351
03/09/2020;3503333;DRS 03 - Araraquara;Araraquara;242;116;358
04/09/2020;3503334;DRS 03 - Araraquara;Araraquara;252;120;372
05/09/2020;3503335;DRS 03 - Araraquara;Araraquara;233;154;387
06/09/2020;3503336;DRS 03 - Araraquara;Araraquara;253;99;352
07/09/2020;3503337;DRS 03 - Araraquara;Araraquara;281;78;359
08/09/2020;3503338;DRS 03 - Araraquara;Araraquara;190;91;281
09/09/2020;3503339;DRS 03 - Araraquara;Araraquara;184;115;299
10/09/2020;3503340;DRS 03 - Araraquara;Araraquara;183;125;308
11/09/2020;3503341;DRS 03 - Araraquara;Araraquara;180;142;322
12/09/2020;3503342;DRS 03 - Araraquara;Araraquara;164;201;365
13/09/2020;3503343;DRS 03 - Araraquara;Araraquara;163;243;406
14/09/2020;3503344;DRS 03 - Araraquara;Araraquara;161;210;371
15/09/2020;3503345;DRS 03 - Araraquara;Araraquara;182;196;378
16/09/2020;3503346;DRS 03 - Araraquara;Araraquara;178;123;301
17/09/2020;3503347;DRS 03 - Araraquara;Araraquara;180;118;298
18/09/2020;3503348;DRS 03 - Araraquara;Araraquara;196;144;340
19/09/2020;3503349;DRS 03 - Araraquara;Araraquara;190;132;322
20/09/2020;3503350;DRS 03 - Araraquara;Araraquara;185;121;306
21/09/2020;3503351;DRS 03 - Araraquara;Araraquara;176;175;351
22/09/2020;3503352;DRS 03 - Araraquara;Araraquara;164;124;288
23/09/2020;3503353;DRS 03 - Araraquara;Araraquara;174;146;320
24/09/2020;3503354;DRS 03 - Araraquara;Araraquara;159;168;327
25/09/2020;3503355;DRS 03 - Araraquara;Araraquara;165;155;320
26/09/2020;3503356;DRS 03 - Araraquara;Araraquara;195;160;355
27/09/2020;3503357;DRS 03 - Araraquara;Araraquara;201;166;367
28/09/2020;3503358;DRS 03 - Araraquara;Araraquara;198;182;380
29/09/2020;3503359;DRS 03 - Araraquara;Araraquara;225;157;382
30/09/2020;3503360;DRS 03 - Araraquara;Araraquara;205;220;425
01/10/2020;3503361;DRS 03 - Araraquara;Araraquara;199;259;458
02/10/2020;3503362;DRS 03 - Araraquara;Araraquara;205;152;357
03/10/2020;3503363;DRS 03 - Araraquara;Araraquara;199;155;354
04/10/2020;3503364;DRS 03 - Araraquara;Araraquara;210;114;324
05/10/2020;3503365;DRS 03 - Araraquara;Araraquara;209;134;343
06/10/2020;3503366;DRS 03 - Araraquara;Araraquara;203;147;350
07/10/2020;3503367;DRS 03 - Araraquara;Araraquara;212;141;353
08/10/2020;3503368;DRS 03 - Araraquara;Araraquara;210;200;410
09/10/2020;3503369;DRS 03 - Araraquara;Araraquara;211;206;417
10/10/2020;3503370;DRS 03 - Araraquara;Araraquara;235;195;430
11/10/2020;3503371;DRS 03 - Araraquara;Araraquara;229;112;341
12/10/2020;3503372;DRS 03 - Araraquara;Araraquara;234;120;354
13/10/2020;3503373;DRS 03 - Araraquara;Araraquara;201;147;348
14/10/2020;3503374;DRS 03 - Araraquara;Araraquara;205;162;367
15/10/2020;3503375;DRS 03 - Araraquara;Araraquara;205;178;383
16/10/2020;3503376;DRS 03 - Araraquara;Araraquara;252;149;401
17/10/2020;3503377;DRS 03 - Araraquara;Araraquara;221;150;371
18/10/2020;3503378;DRS 03 - Araraquara;Araraquara;218;112;330
19/10/2020;3503379;DRS 03 - Araraquara;Araraquara;184;120;304
20/10/2020;3503380;DRS 03 - Araraquara;Araraquara;173;123;296
21/10/2020;3503381;DRS 03 - Araraquara;Araraquara;196;115;311
22/10/2020;3503382;DRS 03 - Araraquara;Araraquara;181;160;341
23/10/2020;3503383;DRS 03 - Araraquara;Araraquara;198;147;345
24/10/2020;3503384;DRS 03 - Araraquara;Araraquara;171;162;333
25/10/2020;3503385;DRS 03 - Araraquara;Araraquara;177;109;286
26/10/2020;3503386;DRS 03 - Araraquara;Araraquara;176;141;317
27/10/2020;3503387;DRS 03 - Araraquara;Araraquara;179;152;331
28/10/2020;3503388;DRS 03 - Araraquara;Araraquara;164;181;345
29/10/2020;3503389;DRS 03 - Araraquara;Araraquara;173;258;431
30/10/2020;3503390;DRS 03 - Araraquara;Araraquara;188;142;330
31/10/2020;3503391;DRS 03 - Araraquara;Araraquara;186;235;421
01/11/2020;3503392;DRS 03 - Araraquara;Araraquara;168;71;239
02/11/2020;3503393;DRS 03 - Araraquara;Araraquara;163;68;231
03/11/2020;3503394;DRS 03 - Araraquara;Araraquara;160;88;248
04/11/2020;3503395;DRS 03 - Araraquara;Araraquara;141;130;271
05/11/2020;3503396;DRS 03 - Araraquara;Araraquara;135;137;272
06/11/2020;3503397;DRS 03 - Araraquara;Araraquara;121;160;281
07/11/2020;3503398;DRS 03 - Araraquara;Araraquara;126;187;313
08/11/2020;3503399;DRS 03 - Araraquara;Araraquara;135;54;189
09/11/2020;3503400;DRS 03 - Araraquara;Araraquara;112;185;297
10/11/2020;3503401;DRS 03 - Araraquara;Araraquara;139;156;295
11/11/2020;3503402;DRS 03 - Araraquara;Araraquara;136;156;292
12/11/2020;3503403;DRS 03 - Araraquara;Araraquara;156;156;312
13/11/2020;3503404;DRS 03 - Araraquara;Araraquara;168;186;354
14/11/2020;3503405;DRS 03 - Araraquara;Araraquara;195;230;425
15/11/2020;3503406;DRS 03 - Araraquara;Araraquara;220;158;378
16/11/2020;3503407;DRS 03 - Araraquara;Araraquara;213;93;306
17/11/2020;3503408;DRS 03 - Araraquara;Araraquara;212;111;323
18/11/2020;3503409;DRS 03 - Araraquara;Araraquara;193;170;363
19/11/2020;3503410;DRS 03 - Araraquara;Araraquara;208;177;385
20/11/2020;3503411;DRS 03 - Araraquara;Araraquara;226;174;400
21/11/2020;3503412;DRS 03 - Araraquara;Araraquara;193;250;443
22/11/2020;3503413;DRS 03 - Araraquara;Araraquara;206;131;337
23/11/2020;3503414;DRS 03 - Araraquara;Araraquara;196;131;327
24/11/2020;3503415;DRS 03 - Araraquara;Araraquara;183;214;397
25/11/2020;3503416;DRS 03 - Araraquara;Araraquara;217;170;387
26/11/2020;3503417;DRS 03 - Araraquara;Araraquara;240;136;376
27/11/2020;3503418;DRS 03 - Araraquara;Araraquara;221;314;535
28/11/2020;3503419;DRS 03 - Araraquara;Araraquara;243;199;442
29/11/2020;3503420;DRS 03 - Araraquara;Araraquara;223;212;435
30/11/2020;3503421;DRS 03 - Araraquara;Araraquara;182;247;429
01/12/2020;3503422;DRS 03 - Araraquara;Araraquara;205;283;488
02/12/2020;3503423;DRS 03 - Araraquara;Araraquara;236;170;406
03/12/2020;3503424;DRS 03 - Araraquara;Araraquara;235;169;404
04/12/2020;3503425;DRS 03 - Araraquara;Araraquara;233;220;453
05/12/2020;3503426;DRS 03 - Araraquara;Araraquara;228;90;318
06/12/2020;3503427;DRS 03 - Araraquara;Araraquara;211;200;411
07/12/2020;3503428;DRS 03 - Araraquara;Araraquara;191;330;521
08/12/2020;3503429;DRS 03 - Araraquara;Araraquara;261;191;452
09/12/2020;3503430;DRS 03 - Araraquara;Araraquara;207;200;407
10/12/2020;3503431;DRS 03 - Araraquara;Araraquara;214;215;429
11/12/2020;3503432;DRS 03 - Araraquara;Araraquara;223;186;409
12/12/2020;3503433;DRS 03 - Araraquara;Araraquara;209;239;448
13/12/2020;3503434;DRS 03 - Araraquara;Araraquara;196;178;374
14/12/2020;3503435;DRS 03 - Araraquara;Araraquara;178;253;431
15/12/2020;3503436;DRS 03 - Araraquara;Araraquara;207;236;443
16/12/2020;3503437;DRS 03 - Araraquara;Araraquara;214;170;384
17/12/2020;3503438;DRS 03 - Araraquara;Araraquara;220;150;370
18/12/2020;3503439;DRS 03 - Araraquara;Araraquara;193;270;463
19/12/2020;3503440;DRS 03 - Araraquara;Araraquara;194;230;424
20/12/2020;3503441;DRS 03 - Araraquara;Araraquara;202;140;342
21/12/2020;3503442;DRS 03 - Araraquara;Araraquara;189;150;339
22/12/2020;3503443;DRS 03 - Araraquara;Araraquara;184;249;433
23/12/2020;3503444;DRS 03 - Araraquara;Araraquara;226;162;388
24/12/2020;3503445;DRS 03 - Araraquara;Araraquara;203;147;350
25/12/2020;3503446;DRS 03 - Araraquara;Araraquara;200;187;387
26/12/2020;3503447;DRS 03 - Araraquara;Araraquara;205;140;345
27/12/2020;3503448;DRS 03 - Araraquara;Araraquara;207;174;381
28/12/2020;3503449;DRS 03 - Araraquara;Araraquara;202;114;316
29/12/2020;3503450;DRS 03 - Araraquara;Araraquara;196;148;344
30/12/2020;3503451;DRS 03 - Araraquara;Araraquara;227;187;414
31/12/2020;3503452;DRS 03 - Araraquara;Araraquara;219;231;450
01/01/2021;3503453;DRS 03 - Araraquara;Araraquara;224;261;485
02/01/2021;3503454;DRS 03 - Araraquara;Araraquara;247;100;347
03/01/2021;3503455;DRS 03 - Araraquara;Araraquara;207;78;285
04/01/2021;3503456;DRS 03 - Araraquara;Araraquara;188;186;374
05/01/2021;3503457;DRS 03 - Araraquara;Araraquara;208;209;417
06/01/2021;3503458;DRS 03 - Araraquara;Araraquara;255;248;503
07/01/2021;3503459;DRS 03 - Araraquara;Araraquara;223;247;470
08/01/2021;3503460;DRS 03 - Araraquara;Araraquara;250;285;535
09/01/2021;3503461;DRS 03 - Araraquara;Araraquara;241;228;469
10/01/2021;3503462;DRS 03 - Araraquara;Araraquara;275;152;427
11/01/2021;3503463;DRS 03 - Araraquara;Araraquara;224;345;569
12/01/2021;3503464;DRS 03 - Araraquara;Araraquara;250;271;521
13/01/2021;3503465;DRS 03 - Araraquara;Araraquara;267;239;506
14/01/2021;3503466;DRS 03 - Araraquara;Araraquara;268;162;430
15/01/2021;3503467;DRS 03 - Araraquara;Araraquara;248;180;428
16/01/2021;3503468;DRS 03 - Araraquara;Araraquara;199;291;490
17/01/2021;3503469;DRS 03 - Araraquara;Araraquara;255;235;490
18/01/2021;3503470;DRS 03 - Araraquara;Araraquara;248;312;560
19/01/2021;3503471;DRS 03 - Araraquara;Araraquara;202;280;482
