mun_id;municipio_resid;data;Mean;0.05 quantile;Median;0.95 quantile
3524303;JABOTICABAL;23/04/2021;1,366625876;1,168890891;1,362862916;1,577197197
3524303;JABOTICABAL;24/04/2021;1,26681897;1,08278913;1,263301772;1,462846799
3524303;JABOTICABAL;25/04/2021;1,12964602;0,9607155;1,126315485;1,30993781
3524303;JABOTICABAL;26/04/2021;1,007257756;0,850485483;1,004031212;1,175036602
3524303;JABOTICABAL;27/04/2021;0,807496991;0,668244183;0,804294908;0,957673055
3524303;JABOTICABAL;28/04/2021;0,857920066;0,712438572;0,854635264;1,014606971
3524303;JABOTICABAL;29/04/2021;0,859199677;0,711030744;0,85579257;1,018991265
3524303;JABOTICABAL;30/04/2021;0,758451539;0,61765492;0,754943094;0,911216631
3524303;JABOTICABAL;01/05/2021;0,670320527;0,535667234;0,666661153;0,817457324
3524303;JABOTICABAL;02/05/2021;0,772478238;0,623007424;0,768580355;0,935246115
3524303;JABOTICABAL;03/05/2021;0,806327545;0,649169538;0,802196323;0,977578634
3524303;JABOTICABAL;04/05/2021;0,970943888;0,794178862;0,966632008;1,162418127
3524303;JABOTICABAL;05/05/2021;0,872179169;0,703416705;0,8677782;1,055954897
3524303;JABOTICABAL;06/05/2021;0,860624926;0,69164259;0,856146678;1,04488419
3524303;JABOTICABAL;07/05/2021;0,914520959;0,737565564;0,909906337;1,107218471
3524303;JABOTICABAL;08/05/2021;1,304987764;1,089547593;1,300262605;1,536546772
3524303;JABOTICABAL;09/05/2021;1,269594338;1,059997261;1,264997333;1,494873082
3524303;JABOTICABAL;10/05/2021;1,318869216;1,110685645;1,314519076;1,541892257
3524303;JABOTICABAL;11/05/2021;1,151187456;0,962121871;1,147063976;1,354319377
3524303;JABOTICABAL;12/05/2021;1,095061058;0,914277645;1,091096011;1,289370352
3524303;JABOTICABAL;13/05/2021;1,028041664;0,854664407;1,0241502;1,214693826
3524303;JABOTICABAL;14/05/2021;0,938663002;0,773947729;0,93480303;1,116545819
3524303;JABOTICABAL;15/05/2021;0,747454703;0,600693161;0,743565335;0,907484293
3524303;JABOTICABAL;16/05/2021;0,72802986;0,580631946;0,723989268;0,889211773
3524303;JABOTICABAL;17/05/2021;0,565816572;0,433191962;0,561535904;0,713044635
3524303;JABOTICABAL;18/05/2021;0,570318215;0,432136306;0,565688243;0,724295358
3524303;JABOTICABAL;19/05/2021;0,673160534;0,515375028;0,668067758;0,848319986
3524303;JABOTICABAL;20/05/2021;0,629621076;0,47155153;0,624106779;0,80650293
3524303;JABOTICABAL;21/05/2021;0,696060236;0,523418955;0,690120128;0,888966435
3524303;JABOTICABAL;22/05/2021;0,517766798;0,365468744;0,511388835;0,691824809
3524303;JABOTICABAL;23/05/2021;0,58587623;0,416403973;0,578916467;0,779093232
3524303;JABOTICABAL;24/05/2021;0,692971218;0,498800203;0,685286933;0,913358524
3524303;JABOTICABAL;25/05/2021;1,046692635;0,795938243;1,038397373;1,325746377
3524303;JABOTICABAL;26/05/2021;1,018959217;0,769205669;1,010480585;1,297637862
3524303;JABOTICABAL;27/05/2021;0,936354402;0,698333507;0,927932421;1,203107431
3524303;JABOTICABAL;28/05/2021;0,945865002;0,705426516;0,937357479;1,215327455
3524303;JABOTICABAL;29/05/2021;0,909125189;0,671964014;0,900481667;1,175774535
3524303;JABOTICABAL;30/05/2021;0,979344327;0,73039541;0,970535675;1,258344527
3524303;JABOTICABAL;31/05/2021;0,912676111;0,67135694;0,903744069;1,184467895
3524303;JABOTICABAL;01/06/2021;0,654163521;0,45107406;0,645100693;0,888173743
3524303;JABOTICABAL;02/06/2021;0,71924979;0,500083614;0,709682858;0,971056358
3524303;JABOTICABAL;03/06/2021;0,803069081;0,562721211;0,79279712;1,078462477
3524303;JABOTICABAL;04/06/2021;0,780336651;0,538075894;0,769525811;1,059482074
3524303;JABOTICABAL;05/06/2021;0,851774061;0,592225756;0,840444388;1,149976864
3524303;JABOTICABAL;06/06/2021;0,710162721;0,470647972;0,698362388;0,989939834
3524303;JABOTICABAL;07/06/2021;0,747887917;0,495649689;0,735460728;1,042527323
3524303;JABOTICABAL;08/06/2021;0,995003244;0,691810864;0,981768441;1,343350029
3524303;JABOTICABAL;09/06/2021;0,940290911;0,642647859;0,926699177;1,284306979
3524303;JABOTICABAL;10/06/2021;1,074391177;0,752840221;1,060648767;1,442828018
3524303;JABOTICABAL;11/06/2021;1,201678857;0,859655249;1,187895037;1,590728668
3524303;JABOTICABAL;12/06/2021;1,576820217;1,185727251;1,563363791;2,01382032
3524303;JABOTICABAL;13/06/2021;1,612131108;1,230154977;1,599651337;2,036681954
3524303;JABOTICABAL;14/06/2021;1,652750614;1,284487301;1,641521111;2,059322789
3524303;JABOTICABAL;15/06/2021;1,361465748;1,045696919;1,351394205;1,711593443
3524303;JABOTICABAL;16/06/2021;1,172276163;0,891435937;1,162985625;1,484811132
3524303;JABOTICABAL;17/06/2021;1,396675036;1,094076885;1,387732266;1,729780796
3524303;JABOTICABAL;18/06/2021;1,402111804;1,106286961;1,393623374;1,726894152
3524303;JABOTICABAL;19/06/2021;1,375863022;1,092788254;1,367963893;1,685884814
3524303;JABOTICABAL;20/06/2021;1,308759723;1,041665015;1,301373073;1,601053151
3524303;JABOTICABAL;21/06/2021;1,1092365;0,871067327;1,102268024;1,371178077
3524303;JABOTICABAL;22/06/2021;1,136352746;0,898635688;1,129595946;1,397119969
3524303;JABOTICABAL;23/06/2021;1,135138308;0,899657962;1,128507018;1,393240619
3524303;JABOTICABAL;24/06/2021;0,914652499;0,706810055;0,908173845;1,144596635
3524303;JABOTICABAL;25/06/2021;0,78091653;0,589508797;0,774418622;0,994492066
3524303;JABOTICABAL;26/06/2021;0,750924534;0,560039833;0,74417039;0,964851433
3524303;JABOTICABAL;27/06/2021;0,749023281;0,553627483;0,74190193;0,968714221
3524303;JABOTICABAL;28/06/2021;0,904406928;0,682730893;0,896881471;1,151756276
3524303;JABOTICABAL;29/06/2021;0,890434125;0,666886148;0,882635597;1,140587186
3524303;JABOTICABAL;30/06/2021;1,078415573;0,828295419;1,070437915;1,355751348
3524303;JABOTICABAL;01/07/2021;1,009698138;0,767806455;1,001696066;1,278888954
3524303;JABOTICABAL;02/07/2021;1,099553611;0,847153127;1,091596177;1,379100651
3524303;JABOTICABAL;03/07/2021;0,877351536;0,654329144;0,869460252;1,127295551
3524303;JABOTICABAL;04/07/2021;0,837849071;0,619281515;0,829883208;1,083592902
3524303;JABOTICABAL;05/07/2021;0,719299611;0,514571495;0,711048907;0,952176619
3524303;JABOTICABAL;06/07/2021;0,652880673;0,453938161;0,644196534;0,881451671
3524303;JABOTICABAL;07/07/2021;0,561077342;0,371844234;0,551754268;0,782120483
3524303;JABOTICABAL;08/07/2021;0,674796469;0,45682919;0,664600279;0,927552017
3524303;JABOTICABAL;09/07/2021;0,800799355;0,552185814;0,789705023;1,087264785
3524303;JABOTICABAL;10/07/2021;1,128473841;0,821580183;1,116740923;1,475395983
3524303;JABOTICABAL;11/07/2021;1,523233289;1,162320486;1,51144169;1,924373109
3524303;JABOTICABAL;12/07/2021;1,456338278;1,114979776;1,445320395;1,835284165
3524303;JABOTICABAL;13/07/2021;1,365763111;1,048997582;1,355659778;1,716995957
3524303;JABOTICABAL;14/07/2021;1,559481426;1,230453922;1,550040275;1,920716555
3524303;JABOTICABAL;15/07/2021;1,59042105;1,270938917;1,581738718;1,939521889
3524303;JABOTICABAL;16/07/2021;1,389122242;1,105626965;1,381282025;1,69936353
3524303;JABOTICABAL;17/07/2021;1,173080554;0,923419706;1,165847317;1,447416974
3543402;RIBEIRÃO PRETO;14/04/2021;1,879693492;1,78304954;1,87906759;1,978472459
3543402;RIBEIRÃO PRETO;15/04/2021;1,552649415;1,471816026;1,552119171;1,635291523
3543402;RIBEIRÃO PRETO;16/04/2021;1,36424852;1,292677785;1,363775345;1,437433307
3543402;RIBEIRÃO PRETO;17/04/2021;1,262508192;1,196206689;1,262069391;1,33030649
3543402;RIBEIRÃO PRETO;18/04/2021;1,187952344;1,125339904;1,18753642;1,251983543
3543402;RIBEIRÃO PRETO;19/04/2021;1,10995649;1,050617211;1,109556532;1,170660071
3543402;RIBEIRÃO PRETO;20/04/2021;1,047077149;0,990180136;1,046687202;1,105304312
3543402;RIBEIRÃO PRETO;21/04/2021;0,890826453;0,838720704;0,890441344;0,944245853
3543402;RIBEIRÃO PRETO;22/04/2021;0,779930511;0,730967306;0,779541359;0,83022116
3543402;RIBEIRÃO PRETO;23/04/2021;0,724718979;0,676670804;0,724315051;0,774145
3543402;RIBEIRÃO PRETO;24/04/2021;0,645325968;0,598828885;0,64490006;0,693275874
3543402;RIBEIRÃO PRETO;25/04/2021;0,627342899;0,579967974;0,626887371;0,676271686
3543402;RIBEIRÃO PRETO;26/04/2021;0,59640684;0,548453737;0,595914828;0,646038263
3543402;RIBEIRÃO PRETO;27/04/2021;0,612080658;0,561496042;0,611546639;0,664486884
3543402;RIBEIRÃO PRETO;28/04/2021;0,649354857;0,595058327;0,64877465;0,70563055
3543402;RIBEIRÃO PRETO;29/04/2021;0,68188184;0,624100442;0,681255788;0,741798785
3543402;RIBEIRÃO PRETO;30/04/2021;0,703781868;0,643068655;0,703111713;0,766781071
3543402;RIBEIRÃO PRETO;01/05/2021;0,744761867;0,68033268;0,744048615;0,811624055
3543402;RIBEIRÃO PRETO;02/05/2021;0,696652079;0,632669852;0,695898271;0,763205651
3543402;RIBEIRÃO PRETO;03/05/2021;0,716297238;0,649548824;0,715498848;0,785769074
3543402;RIBEIRÃO PRETO;04/05/2021;0,72781983;0,658506462;0,726971731;0,800026189
3543402;RIBEIRÃO PRETO;05/05/2021;0,794322167;0,719813517;0,793424809;0,87189184
3543402;RIBEIRÃO PRETO;06/05/2021;0,844087238;0,765430667;0,843146413;0,925953099
3543402;RIBEIRÃO PRETO;07/05/2021;0,909009884;0,825919453;0,908035783;0,995423115
3543402;RIBEIRÃO PRETO;08/05/2021;0,956986632;0,870724301;0,955989956;1,046648768
3543402;RIBEIRÃO PRETO;09/05/2021;1,034812279;0,944524472;1,033803865;1,128539925
3543402;RIBEIRÃO PRETO;10/05/2021;1,06693923;0,97528182;1,065931902;1,162032772
3543402;RIBEIRÃO PRETO;11/05/2021;1,073094855;0,981667338;1,072098646;1,167920578
3543402;RIBEIRÃO PRETO;12/05/2021;1,415343997;1,310786838;1,414361241;1,523253459
3543402;RIBEIRÃO PRETO;13/05/2021;1,375978071;1,275555943;1,375045949;1,479579783
3543402;RIBEIRÃO PRETO;14/05/2021;1,325839256;1,230863263;1,32497449;1,423765069
3543402;RIBEIRÃO PRETO;15/05/2021;1,257587097;1,167930885;1,256774796;1,350014168
3543402;RIBEIRÃO PRETO;16/05/2021;1,170755723;1,086482385;1,169984565;1,257659578
3543402;RIBEIRÃO PRETO;17/05/2021;1,10338986;1,023102282;1,102646925;1,186211679
3543402;RIBEIRÃO PRETO;18/05/2021;1,049653547;0,9722698;1,048927734;1,129513129
3543402;RIBEIRÃO PRETO;19/05/2021;0,815172847;0,747542812;0,814456008;0,885248113
3543402;RIBEIRÃO PRETO;20/05/2021;0,866138423;0,795723536;0,865407614;0,939046195
3543402;RIBEIRÃO PRETO;21/05/2021;0,911942738;0,838440629;0,911186678;0,988023866
3543402;RIBEIRÃO PRETO;22/05/2021;0,935940289;0,860687562;0,935168174;1,013826799
3543402;RIBEIRÃO PRETO;23/05/2021;0,956671135;0,880030471;0,955887735;1,03598408
3543402;RIBEIRÃO PRETO;24/05/2021;1,040139521;0,959762816;1,039348046;1,12321605
3543402;RIBEIRÃO PRETO;25/05/2021;1,088605425;1,006397432;1,087814964;1,173509779
3543402;RIBEIRÃO PRETO;26/05/2021;1,07575707;0,9946062;1,074977636;1,159566685
3543402;RIBEIRÃO PRETO;27/05/2021;1,040565275;0,961389322;1,039797997;1,122358509
3543402;RIBEIRÃO PRETO;28/05/2021;1,03247728;0,954002019;1,031717646;1,113543747
3543402;RIBEIRÃO PRETO;29/05/2021;0,96494328;0,889352775;0,964188344;1,043108972
3543402;RIBEIRÃO PRETO;30/05/2021;0,855754531;0,784573132;0,854998014;0,929516507
3543402;RIBEIRÃO PRETO;31/05/2021;0,804447125;0,734756338;0,803674493;0,876773465
3543402;RIBEIRÃO PRETO;01/06/2021;0,87778841;0,803606425;0,876986907;0,95470443
3543402;RIBEIRÃO PRETO;02/06/2021;0,853693368;0,779420834;0,852866289;0,930787185
3543402;RIBEIRÃO PRETO;03/06/2021;0,800398234;0,727578835;0,799548715;0,876115464
3543402;RIBEIRÃO PRETO;04/06/2021;0,748116699;0,67650196;0,747235709;0,822736623
3543402;RIBEIRÃO PRETO;05/06/2021;0,798478844;0,722695093;0,797554869;0,877414411
3543402;RIBEIRÃO PRETO;06/06/2021;0,87958652;0,79815332;0,878619068;0,964319841
3543402;RIBEIRÃO PRETO;07/06/2021;0,817032654;0,73743282;0,816035273;0,900034707
3543402;RIBEIRÃO PRETO;08/06/2021;0,756281022;0,678599816;0,755252318;0,837471304
3543402;RIBEIRÃO PRETO;09/06/2021;0,794562694;0,713111539;0,793486311;0,879685564
3543402;RIBEIRÃO PRETO;10/06/2021;0,889293877;0,801059188;0,888167017;0,981372463
3543402;RIBEIRÃO PRETO;11/06/2021;0,877888363;0,788948195;0,876727408;0,970788729
3543402;RIBEIRÃO PRETO;12/06/2021;0,87306224;0,783385881;0,871874688;0,966789528
3543402;RIBEIRÃO PRETO;13/06/2021;1,016151542;0,918027045;1,014933395;1,118431322
3543402;RIBEIRÃO PRETO;14/06/2021;1,179679099;1,073343372;1,178450495;1,290205771
3543402;RIBEIRÃO PRETO;15/06/2021;1,22800923;1,120711026;1,226809039;1,339401452
3543402;RIBEIRÃO PRETO;16/06/2021;1,109719416;1,009842568;1,108567272;1,213526389
3543402;RIBEIRÃO PRETO;17/06/2021;0,996983572;0,903773663;0,995864846;1,094009617
3543402;RIBEIRÃO PRETO;18/06/2021;1,007535204;0,914105305;1,006423353;1,104757789
3543402;RIBEIRÃO PRETO;19/06/2021;0,951797956;0,860998772;0,950684973;1,046393687
3543402;RIBEIRÃO PRETO;20/06/2021;0,849645993;0,76373344;0,848526827;0,939376196
3543402;RIBEIRÃO PRETO;21/06/2021;0,773172751;0,690387083;0,772027612;0,859864678
3543402;RIBEIRÃO PRETO;22/06/2021;0,633778346;0,557509133;0,63258519;0,714117636
3543402;RIBEIRÃO PRETO;23/06/2021;0,603657108;0,526894974;0,602384049;0,684761902
3543402;RIBEIRÃO PRETO;24/06/2021;0,676133394;0,591444999;0,674751211;0,765536681
3543402;RIBEIRÃO PRETO;25/06/2021;0,697235401;0,608024151;0,695746149;0,791526787
3543402;RIBEIRÃO PRETO;26/06/2021;0,781342655;0,683766477;0,779755135;0,884334173
3543402;RIBEIRÃO PRETO;27/06/2021;0,888257686;0,781364299;0,886585446;1,000855399
3543402;RIBEIRÃO PRETO;28/06/2021;0,931413163;0,820238319;0,929688893;1,048469812
3543402;RIBEIRÃO PRETO;29/06/2021;0,957216879;0,843574173;0,955464306;1,076837931
3543402;RIBEIRÃO PRETO;30/06/2021;0,977957806;0,86246804;0,976186715;1,099489088
3543402;RIBEIRÃO PRETO;01/07/2021;0,898497351;0,787595627;0,896715248;1,01547817
3543402;RIBEIRÃO PRETO;02/07/2021;0,862535045;0,753188709;0,860727471;0,978047376
3543402;RIBEIRÃO PRETO;03/07/2021;1,018966047;0,898314218;1,017110609;1,145947115
3543402;RIBEIRÃO PRETO;04/07/2021;0,888393111;0,775423429;0,886519568;1,007753818
3543402;RIBEIRÃO PRETO;05/07/2021;0,892336729;0,778515564;0,890442887;1,012618163
3543402;RIBEIRÃO PRETO;06/07/2021;0,931480954;0,813752774;0,929541089;1,055826396
3543402;RIBEIRÃO PRETO;07/07/2021;0,953745879;0,833567544;0,951771978;1,080657577
3543402;RIBEIRÃO PRETO;08/07/2021;0,904670813;0,787075416;0,902674533;1,02907593
3543402;RIBEIRÃO PRETO;09/07/2021;0,839774098;0,725749392;0,837746532;0,960715271
3543402;RIBEIRÃO PRETO;10/07/2021;0,638440428;0,538139054;0,636355237;0,745854928
3543402;RIBEIRÃO PRETO;11/07/2021;0,683648198;0,576747484;0,681437021;0,798091806
3543402;RIBEIRÃO PRETO;12/07/2021;0,620964355;0,515664543;0,618586809;0,734374668
3543402;RIBEIRÃO PRETO;13/07/2021;0,5532103;0,450514035;0,55065126;0,664636301
3543402;RIBEIRÃO PRETO;14/07/2021;0,504231864;0,402144396;0,501433359;0,615866099
3543402;RIBEIRÃO PRETO;15/07/2021;0,577408059;0,462311223;0,574306699;0,703084788
3543402;RIBEIRÃO PRETO;16/07/2021;0,60605135;0,48236699;0,602630791;0,741404558
3543402;RIBEIRÃO PRETO;17/07/2021;0,604265215;0,475662481;0,600539304;0,745578576
3543402;RIBEIRÃO PRETO;18/07/2021;0,523141194;0,399188838;0,519091472;0,660909168
3553708;TAQUARITINGA;19/04/2021;2,454468925;1,972537854;2,441697137;2,979969204
3553708;TAQUARITINGA;20/04/2021;1,991564844;1,60620665;1,981515516;2,411204859
3553708;TAQUARITINGA;21/04/2021;1,558244865;1,247634281;1,549875259;1,89740729
3553708;TAQUARITINGA;22/04/2021;1,476370347;1,190699804;1,468920663;1,787454406
3553708;TAQUARITINGA;23/04/2021;1,254298932;1,002336662;1,247451538;1,529620244
3553708;TAQUARITINGA;24/04/2021;1,222281232;0,980484813;1,215820254;1,486118423
3553708;TAQUARITINGA;25/04/2021;1,194767242;0,960176594;1,188550291;1,45056617
3553708;TAQUARITINGA;26/04/2021;1,099172184;0,878371614;1,093171649;1,340442842
3553708;TAQUARITINGA;27/04/2021;0,916118774;0,717636064;0,910252958;1,134612291
3553708;TAQUARITINGA;28/04/2021;0,939775068;0,737991723;0,933871187;1,161699034
3553708;TAQUARITINGA;29/04/2021;0,7949476;0,608615808;0,788933448;1,001796604
3553708;TAQUARITINGA;30/04/2021;0,74626624;0,563351519;0,740056653;0,95036515
3553708;TAQUARITINGA;01/05/2021;0,629075059;0,4579952;0,622534468;0,822469057
3553708;TAQUARITINGA;02/05/2021;0,611631694;0,437548179;0,604615991;0,809650651
3553708;TAQUARITINGA;03/05/2021;0,688476494;0,495564904;0,680842051;0,907434332
3553708;TAQUARITINGA;04/05/2021;0,742379752;0,534364431;0,73414758;0,978480572
3553708;TAQUARITINGA;05/05/2021;0,630899823;0,435032733;0,622159292;0,856588054
3553708;TAQUARITINGA;06/05/2021;0,761227919;0,53731721;0,751850949;1,017130418
3553708;TAQUARITINGA;07/05/2021;0,843263767;0,599338845;0,833246437;1,121364992
3553708;TAQUARITINGA;08/05/2021;0,816138646;0,57187923;0,805699514;1,096013939
3553708;TAQUARITINGA;10/05/2021;0,81558344;0,567062959;0,804735148;1,101116046
3553708;TAQUARITINGA;11/05/2021;0,816835172;0,563243203;0,805518678;1,109037004
3553708;TAQUARITINGA;12/05/2021;1,136057994;0,82710179;1,124246222;1,485311701
3553708;TAQUARITINGA;13/05/2021;1,211640425;0,891272598;1,199782524;1,572462745
3553708;TAQUARITINGA;14/05/2021;1,275445432;0,951227739;1,263973518;1,638800302
3553708;TAQUARITINGA;15/05/2021;1,188939046;0,882825766;1,177948657;1,532546895
3553708;TAQUARITINGA;16/05/2021;1,145003137;0,85020193;1,134418885;1,475913343
3553708;TAQUARITINGA;17/05/2021;1,178677927;0,88276489;1,168354926;1,509808421
3553708;TAQUARITINGA;18/05/2021;1,117739873;0,833610867;1,107686431;1,436166844
3553708;TAQUARITINGA;19/05/2021;0,885977418;0,637725932;0,876152907;1,167746949
3553708;TAQUARITINGA;20/05/2021;0,865041074;0,618831808;0,855118648;1,145102643
3553708;TAQUARITINGA;21/05/2021;0,708784194;0,484423107;0,698538848;0,968100911
3553708;TAQUARITINGA;22/05/2021;0,746202042;0,509996575;0,735415827;1,019208501
3553708;TAQUARITINGA;23/05/2021;0,828752214;0,57146052;0,817270621;1,125217063
3553708;TAQUARITINGA;24/05/2021;0,759864101;0,509182211;0,747837396;1,05158023
3553708;TAQUARITINGA;25/05/2021;0,721126718;0,472222324;0,708515592;1,013060459
3553708;TAQUARITINGA;26/05/2021;0,725853497;0,46915559;0,71245692;1,028261407
3553708;TAQUARITINGA;27/05/2021;0,730463213;0,465440003;0,71619141;1,044183572
3553708;TAQUARITINGA;28/05/2021;4,436424256;3,722396631;4,421188161;5,202426306
3553708;TAQUARITINGA;29/05/2021;4,3501637;3,744435052;4,339099603;4,993634442
3553708;TAQUARITINGA;30/05/2021;2,821649271;2,437174359;2,814786921;3,229533139
3553708;TAQUARITINGA;31/05/2021;2,872038039;2,53982026;2,867053403;3,221259301
3553708;TAQUARITINGA;01/06/2021;2,269146913;2,011831179;2,265366124;2,539359581
3553708;TAQUARITINGA;02/06/2021;1,987361985;1,772700476;1,98436526;2,21224582
3553708;TAQUARITINGA;03/06/2021;1,80508246;1,617416224;1,802565536;2,001334327
3553708;TAQUARITINGA;04/06/2021;1,181385973;1,04075327;1,179211022;1,329437835
3553708;TAQUARITINGA;05/06/2021;1,015692133;0,889961086;1,013665524;1,148336332
3553708;TAQUARITINGA;06/06/2021;1,049715236;0,922338306;1,047704973;1,18394955
3553708;TAQUARITINGA;07/06/2021;0,768990917;0,660708661;0,766989266;0,884101254
3553708;TAQUARITINGA;08/06/2021;0,732877237;0,625981838;0,730825385;0,846771986
3553708;TAQUARITINGA;09/06/2021;0,72281677;0,613790216;0,720647312;0,83924388
3553708;TAQUARITINGA;10/06/2021;0,758714098;0,643772775;0,756416207;0,881494097
3553708;TAQUARITINGA;11/06/2021;0,742320566;0,625699235;0,739896096;0,867212395
3553708;TAQUARITINGA;12/06/2021;0,682190298;0,567761933;0,679636987;0,805328739
3553708;TAQUARITINGA;13/06/2021;0,643892715;0,529543895;0,641177915;0,76750256
3553708;TAQUARITINGA;14/06/2021;0,683362659;0,561262934;0,680444535;0,81541702
3553708;TAQUARITINGA;15/06/2021;0,817986524;0,679276746;0,814854619;0,967380135
3553708;TAQUARITINGA;16/06/2021;0,760518118;0,623791987;0,757228378;0,908466596
3553708;TAQUARITINGA;17/06/2021;0,639517105;0,512039848;0,636082146;0,778712283
3553708;TAQUARITINGA;18/06/2021;0,782197486;0,636020852;0,778528278;0,940891021
3553708;TAQUARITINGA;19/06/2021;0,888808416;0,728017042;0,884913188;1,062887659
3553708;TAQUARITINGA;21/06/2021;1,013211378;0,838483137;1,009193547;1,201645637
3553708;TAQUARITINGA;22/06/2021;1,251887747;1,056132542;1,24783867;1,461455404
3553708;TAQUARITINGA;23/06/2021;1,486006338;1,275162135;1,482076959;1,710254547
3553708;TAQUARITINGA;24/06/2021;1,521963342;1,316031724;1,51831511;1,740339861
3553708;TAQUARITINGA;25/06/2021;1,506906882;1,311028656;1,503581686;1,714128033
3553708;TAQUARITINGA;26/06/2021;1,30253716;1,128699554;1,299502205;1,486727639
3553708;TAQUARITINGA;27/06/2021;1,200118443;1,038853653;1,197282479;1,371057309
3553708;TAQUARITINGA;28/06/2021;1,061626347;0,913253941;1,058905472;1,219280262
3553708;TAQUARITINGA;29/06/2021;1,033039065;0,888122069;1,030370943;1,187057623
3553708;TAQUARITINGA;30/06/2021;0,883871833;0,750552431;0,881218985;1,026240754
3553708;TAQUARITINGA;01/07/2021;0,903485308;0,767795314;0,900797791;1,048343082
3553708;TAQUARITINGA;02/07/2021;0,89222296;0,755855578;0,889470702;1,037978987
3553708;TAQUARITINGA;03/07/2021;0,861112487;0,725828502;0,858300035;1,00599048
3553708;TAQUARITINGA;05/07/2021;0,962498781;0,81731963;0,959609942;1,117532472
3553708;TAQUARITINGA;06/07/2021;0,97921516;0,831514582;0,976276149;1,136941428
3553708;TAQUARITINGA;07/07/2021;1,011288319;0,860698429;1,008332877;1,171959934
3553708;TAQUARITINGA;08/07/2021;0,950581556;0,804642272;0,947621888;1,106617013
3553708;TAQUARITINGA;09/07/2021;0,893687093;0,751941861;0,890709908;1,04558829
3553708;TAQUARITINGA;10/07/2021;0,910444987;0,766041831;0,907411975;1,065194545
3553708;TAQUARITINGA;11/07/2021;0,901970377;0,756801266;0,898872723;1,05770642
3553708;TAQUARITINGA;12/07/2021;0,768408711;0,633569423;0,765248859;0,914027219
3553708;TAQUARITINGA;13/07/2021;0,915739556;0,765342821;0,912459435;1,077325694
3553708;TAQUARITINGA;14/07/2021;0,691277708;0,559406512;0,68789206;0,834698521
3553708;TAQUARITINGA;15/07/2021;0,732830463;0,594001395;0,729293276;0,883726092
3553708;TAQUARITINGA;16/07/2021;0,81398707;0,662881006;0,810221729;0,977937967
3553708;TAQUARITINGA;17/07/2021;0,863880975;0,704564737;0,859939531;1,036642775
3553708;TAQUARITINGA;18/07/2021;0,94102699;0,77184893;0,93695643;1,124091019
